product_name,brand,manufacturer,fulfilled_by,category,subcategory,product_code,pack_quantity,pack_uom,pack_size,mrp,dlp_price_inclusive_tax,specifications,application,description,source_product_url,source_image_url
"PLATINUM EX TURBO","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","PLATINUM EX TURBO","","55","L","55 L","","","Viscosity Grade: SAE 15W-40 | Specification: API CF-4","","PENSOL PLATINUM EX TURBO is a high quality diesel engine oil developed from highly refined base stocks and selected additives package to ensure for control & comfort riding in severe operating applications. This oil is recommended for use in HCV/MCV and LCVs, and all other vehicle and equipment where such type of lubricant is recommended.","https://pensol.com/PLATINUM_EX_TURBO_COMMERCIAL.html","https://pensol.com/img/platinum_ex_turbo_commercial.jpg"
"PLATINUM EX TURBO","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","PLATINUM EX TURBO","","210","L","210 L","","","Viscosity Grade: SAE 15W-40 | Specification: API CF-4","","PENSOL PLATINUM EX TURBO is a high quality diesel engine oil developed from highly refined base stocks and selected additives package to ensure for control & comfort riding in severe operating applications. This oil is recommended for use in HCV/MCV and LCVs, and all other vehicle and equipment where such type of lubricant is recommended.","https://pensol.com/PLATINUM_EX_TURBO_COMMERCIAL.html","https://pensol.com/img/platinum_ex_turbo_commercial.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","1","L","1 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","3.5","L","3.5 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","5","L","5 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","6","L","6 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","7.5","L","7.5 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","10","L","10 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","20","L","20 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","55","L","55 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER PLUS","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER PLUS","","210","L","210 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER PLUS is a multi grade diesel engine oil designed to provide excellent protection, especially at high engine temperatures, ensuring longer engine life. This oil is recommended for use in turbo charged and naturally aspirated diesel engine vehicles, and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_PLUS.html","https://pensol.com/img/diamond_super_plus.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","500","ml","500 ml","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","1","L","1 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","7.5","L","7.5 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","10","L","10 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","20","L","20 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","55","L","55 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"DIAMOND SUPER","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Diesel Engine Oils","DIAMOND SUPER","","210","L","210 L","","","Viscosity Grade: SAE 20W-40 | Specification: API CD","","PENSOL DIAMOND SUPER is a multi grade diesel engine oil formulated with an optimised combination of base oils and a balanced additive system. It is designed for naturally aspirated diesel engine vehicles and is also suitable for use in tractors and agricultural equipment.","https://pensol.com/DIAMOND_SUPER_COMMERCIAL.html","https://pensol.com/img/diamond_super.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","1","L","1 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","5","L","5 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","10","L","10 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","12","L","12 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","20","L","20 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","55","L","55 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"GEAR DX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR DX","","210","L","210 L","","","Viscosity Grade: SAE 85W-140 | Specification: GL-5","","PENSOL GEAR DX is a high performance differential axle oil recommended for transmissions, transaxles or differentials requiring API GL-5 oil. . It can sustain heavy loads under severe operating conditions.","https://pensol.com/GEAR_DX.html","https://pensol.com/img/gear_dx.jpg"
"POWERTRANS WBF","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","POWERTRANS WBF","","5","L","5 L","","","Viscosity Grade: SAE 80W | Specification: GL-4","","PENSOL POWERTRANS WBF is a high performance transmission and hydraulic fluid for use in tractors and off-road construction and mining equipment.","https://pensol.com/POWERTRANS_WBF.html","https://pensol.com/img/powertrans_wbf.jpg"
"POWERTRANS WBF","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","POWERTRANS WBF","","20","L","20 L","","","Viscosity Grade: SAE 80W | Specification: GL-4","","PENSOL POWERTRANS WBF is a high performance transmission and hydraulic fluid for use in tractors and off-road construction and mining equipment.","https://pensol.com/POWERTRANS_WBF.html","https://pensol.com/img/powertrans_wbf.jpg"
"POWERTRANS WBF","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","POWERTRANS WBF","","55","L","55 L","","","Viscosity Grade: SAE 80W | Specification: GL-4","","PENSOL POWERTRANS WBF is a high performance transmission and hydraulic fluid for use in tractors and off-road construction and mining equipment.","https://pensol.com/POWERTRANS_WBF.html","https://pensol.com/img/powertrans_wbf.jpg"
"POWERTRANS WBF","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","POWERTRANS WBF","","210","L","210 L","","","Viscosity Grade: SAE 80W | Specification: GL-4","","PENSOL POWERTRANS WBF is a high performance transmission and hydraulic fluid for use in tractors and off-road construction and mining equipment.","https://pensol.com/POWERTRANS_WBF.html","https://pensol.com/img/powertrans_wbf.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","500","ml","500 ml","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","1","L","1 L","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","5","L","5 L","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","15","L","15 L","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","20","L","20 L","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","55","L","55 L","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"TQX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","TQX","","210","L","210 L","","","Viscosity Grade: TASA","","PENSOL TQX is high performance automatic transmission fluid developed for automatic transmissions and power steering systems of vehicles requiring TYPE A SUFFIX A quality fluids.","https://pensol.com/TQX.html","https://pensol.com/img/tqx.jpg"
"GEAR TX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR TX","","1","L","1 L","","","Viscosity Grade: SAE 80W-90 | Specification: GL-4","","PENSOL GEAR TX is a high performance manual gear oil designed to provide effective lubrication in new generation synchromesh / constant mesh gear boxes and steering gears.","https://pensol.com/GEAR_TX.html","https://pensol.com/img/gear_tx.jpg"
"GEAR TX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR TX","","5","L","5 L","","","Viscosity Grade: SAE 80W-90 | Specification: GL-4","","PENSOL GEAR TX is a high performance manual gear oil designed to provide effective lubrication in new generation synchromesh / constant mesh gear boxes and steering gears.","https://pensol.com/GEAR_TX.html","https://pensol.com/img/gear_tx.jpg"
"GEAR TX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR TX","","7","L","7 L","","","Viscosity Grade: SAE 80W-90 | Specification: GL-4","","PENSOL GEAR TX is a high performance manual gear oil designed to provide effective lubrication in new generation synchromesh / constant mesh gear boxes and steering gears.","https://pensol.com/GEAR_TX.html","https://pensol.com/img/gear_tx.jpg"
"GEAR TX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR TX","","20","L","20 L","","","Viscosity Grade: SAE 80W-90 | Specification: GL-4","","PENSOL GEAR TX is a high performance manual gear oil designed to provide effective lubrication in new generation synchromesh / constant mesh gear boxes and steering gears.","https://pensol.com/GEAR_TX.html","https://pensol.com/img/gear_tx.jpg"
"GEAR TX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR TX","","55","L","55 L","","","Viscosity Grade: SAE 80W-90 | Specification: GL-4","","PENSOL GEAR TX is a high performance manual gear oil designed to provide effective lubrication in new generation synchromesh / constant mesh gear boxes and steering gears.","https://pensol.com/GEAR_TX.html","https://pensol.com/img/gear_tx.jpg"
"GEAR TX","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR TX","","210","L","210 L","","","Viscosity Grade: SAE 80W-90 | Specification: GL-4","","PENSOL GEAR TX is a high performance manual gear oil designed to provide effective lubrication in new generation synchromesh / constant mesh gear boxes and steering gears.","https://pensol.com/GEAR_TX.html","https://pensol.com/img/gear_tx.jpg"
"GEAR SYNTH","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR SYNTH","","1","L","1 L","","","Viscosity Grade: SAE 75W-90 | Specification: GL-5","","PENSOL GEAR SYNTH is a high performance synthetic gear oil designed to provide superior protection at both high and low operating temperatures where conventional mineral oil prove unsatisfactory. Recommended for transmission of modern cars.","https://pensol.com/GEAR_SYNTH.html","https://pensol.com/img/gear_synth.jpg"
"GEAR SYNTH","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR SYNTH","","2.5","L","2.5 L","","","Viscosity Grade: SAE 75W-90 | Specification: GL-5","","PENSOL GEAR SYNTH is a high performance synthetic gear oil designed to provide superior protection at both high and low operating temperatures where conventional mineral oil prove unsatisfactory. Recommended for transmission of modern cars.","https://pensol.com/GEAR_SYNTH.html","https://pensol.com/img/gear_synth.jpg"
"GEAR SYNTH","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR SYNTH","","55","L","55 L","","","Viscosity Grade: SAE 75W-90 | Specification: GL-5","","PENSOL GEAR SYNTH is a high performance synthetic gear oil designed to provide superior protection at both high and low operating temperatures where conventional mineral oil prove unsatisfactory. Recommended for transmission of modern cars.","https://pensol.com/GEAR_SYNTH.html","https://pensol.com/img/gear_synth.jpg"
"GEAR SYNTH","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR SYNTH","","210","L","210 L","","","Viscosity Grade: SAE 75W-90 | Specification: GL-5","","PENSOL GEAR SYNTH is a high performance synthetic gear oil designed to provide superior protection at both high and low operating temperatures where conventional mineral oil prove unsatisfactory. Recommended for transmission of modern cars.","https://pensol.com/GEAR_SYNTH.html","https://pensol.com/img/gear_synth.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","500","ml","500 ml","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","1","L","1 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","5","L","5 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","10","L","10 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","20","L","20 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","26","L","26 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","55","L","55 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 140","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 140","","210","L","210 L","","","Viscosity Grade: EP 140 | Specification: GL-4","","PENSOL GEAR REGULAR 140 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_140.html","https://pensol.com/img/gear_regular_140.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","500","ml","500 ml","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","1","L","1 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","5","L","5 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","10","L","10 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","20","L","20 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","26","L","26 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","55","L","55 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
"GEAR REGULAR 90","Pensol","PENSOL INDUSTRIES LIMITED","Hind Motors","Gear Oils","GEAR REGULAR 90","","210","L","210 L","","","Viscosity Grade: EP 90 | Specification: GL-4","","PENSOL GEAR REGULAR 90 is automotive gear oil designed to provide lubrication in wide range of automotive transmissions and axle drives where GL-4 quality oils are specified.","https://pensol.com/GEAR_REGULAR_90.html","https://pensol.com/img/gear_regular_90.jpg"
